inspection_id,corridor_id,km_milestone,damage_class,pothole_depth_cm,crack_length_m,debris_volume_cum,severity_tier,recommended_action,ai_confidence_pct,reported_by_agent,requires_pwd_validation,lat,lon
INS-DMG-1118,SEG-12,64.8,Intact / Minor Surface Wear,1.6,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.5,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-1119,SEG-07,20.4,Debris / Rockfall Deposit,8.9,24.1,27.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.5,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1120,SEG-03,12.4,Pothole,15.8,1.5,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.4,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1121,SEG-05,60.2,Pothole,9.5,1.5,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.9,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-1122,SEG-14,65.4,Intact / Minor Surface Wear,1.4,0.5,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.0,NERALIS-EdgeVision-v2.4,False,26.6,93.4
INS-DMG-1123,SEG-06,61.1,Washout / Roadbed Erosion,49.5,52.5,36.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.3,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1124,SEG-09,54.2,Intact / Minor Surface Wear,0.7,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.2,NERALIS-EdgeVision-v2.4,False,24.8,93.45
INS-DMG-1125,SEG-06,5.2,Pothole,21.4,1.8,0.0,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,94.3,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1126,SEG-07,93.3,Longitudinal / Transverse Crack,6.2,10.8,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.7,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1127,SEG-13,78.8,Longitudinal / Transverse Crack,3.8,11.3,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.4,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1128,SEG-04,10.6,Debris / Rockfall Deposit,9.6,16.3,93.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.8,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1129,SEG-02,69.7,Pothole,18.4,1.0,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,94.7,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1130,SEG-08,131.7,Pothole,10.8,0.3,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.5,NERALIS-EdgeVision-v2.4,False,25.72,93.88
INS-DMG-1131,SEG-04,98.4,Longitudinal / Transverse Crack,2.0,13.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.2,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1132,SEG-09,71.6,Debris / Rockfall Deposit,9.0,14.0,65.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.3,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1133,SEG-04,46.7,Pothole,21.3,0.9,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.9,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1134,SEG-03,125.9,Intact / Minor Surface Wear,1.9,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.0,NERALIS-EdgeVision-v2.4,False,25.12,92.36
INS-DMG-1135,SEG-15,29.4,Intact / Minor Surface Wear,0.0,0.5,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.0,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-1136,SEG-03,78.9,Pothole,6.7,1.5,0.5,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.3,NERALIS-EdgeVision-v2.4,False,25.12,92.36
INS-DMG-1137,SEG-04,80.9,Longitudinal / Transverse Crack,1.2,6.8,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,94.0,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1138,SEG-02,94.6,Debris / Rockfall Deposit,3.5,42.5,112.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.7,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1139,SEG-05,72.7,Debris / Rockfall Deposit,9.2,13.6,32.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.0,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1140,SEG-14,68.8,Washout / Roadbed Erosion,58.9,25.6,31.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.4,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1141,SEG-11,98.4,Washout / Roadbed Erosion,44.9,45.1,19.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.5,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1142,SEG-04,25.9,Longitudinal / Transverse Crack,5.4,9.8,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.8,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1143,SEG-13,111.9,Longitudinal / Transverse Crack,6.3,6.9,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.1,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1144,SEG-02,90.9,Washout / Roadbed Erosion,32.1,53.6,26.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.9,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1145,SEG-08,125.4,Intact / Minor Surface Wear,1.4,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.9,NERALIS-EdgeVision-v2.4,False,25.72,93.88
INS-DMG-1146,SEG-04,111.7,Longitudinal / Transverse Crack,3.5,5.3,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.0,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1147,SEG-04,109.0,Intact / Minor Surface Wear,0.4,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.0,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-1148,SEG-08,45.7,Longitudinal / Transverse Crack,5.0,5.6,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.7,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1149,SEG-01,44.0,Pothole,9.0,0.8,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.8,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1150,SEG-12,60.8,Debris / Rockfall Deposit,8.4,43.2,9.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.7,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1151,SEG-06,51.2,Longitudinal / Transverse Crack,7.3,7.6,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.7,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-1152,SEG-12,18.0,Pothole,4.7,1.0,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.7,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-1153,SEG-16,66.2,Debris / Rockfall Deposit,5.6,37.2,86.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.7,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1154,SEG-10,74.9,Longitudinal / Transverse Crack,7.7,8.8,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.0,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1155,SEG-03,106.2,Intact / Minor Surface Wear,0.1,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.5,NERALIS-EdgeVision-v2.4,False,25.12,92.36
INS-DMG-1156,SEG-09,72.1,Debris / Rockfall Deposit,4.7,27.2,130.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.1,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1157,SEG-16,70.0,Washout / Roadbed Erosion,96.0,34.5,31.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.5,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1158,SEG-12,7.8,Washout / Roadbed Erosion,106.2,55.8,12.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,99.5,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1159,SEG-14,119.7,Debris / Rockfall Deposit,5.3,7.1,61.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.6,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1160,SEG-11,22.9,Intact / Minor Surface Wear,1.0,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.9,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1161,SEG-16,131.9,Debris / Rockfall Deposit,9.3,24.6,30.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.8,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1162,SEG-15,63.4,Pothole,15.0,0.5,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.9,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1163,SEG-03,122.0,Intact / Minor Surface Wear,0.5,0.5,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.3,NERALIS-EdgeVision-v2.4,False,25.12,92.36
INS-DMG-1164,SEG-06,12.4,Pothole,7.0,1.6,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.8,NERALIS-EdgeVision-v2.4,False,25.8,93.95
INS-DMG-1165,SEG-04,71.9,Longitudinal / Transverse Crack,2.9,12.6,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.7,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1166,SEG-12,127.1,Longitudinal / Transverse Crack,5.0,1.6,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.8,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1167,SEG-15,27.4,Longitudinal / Transverse Crack,7.4,12.6,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.4,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1168,SEG-07,38.6,Washout / Roadbed Erosion,15.7,26.9,25.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,99.1,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1169,SEG-16,102.8,Washout / Roadbed Erosion,109.5,26.3,21.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.1,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1170,SEG-14,43.3,Debris / Rockfall Deposit,2.2,30.5,108.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.5,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1171,SEG-12,65.6,Intact / Minor Surface Wear,0.7,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.0,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-1172,SEG-03,67.1,Pothole,10.5,1.6,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.8,NERALIS-EdgeVision-v2.4,False,25.12,92.36
INS-DMG-1173,SEG-08,26.7,Pothole,12.7,1.0,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,92.1,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-1174,SEG-04,32.0,Pothole,14.8,0.6,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,91.2,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-1175,SEG-07,61.3,Pothole,14.2,1.4,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,89.6,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1176,SEG-05,19.1,Intact / Minor Surface Wear,1.2,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.9,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-1177,SEG-09,121.4,Pothole,6.1,0.9,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.7,NERALIS-EdgeVision-v2.4,False,24.8,93.45
INS-DMG-1178,SEG-06,23.1,Pothole,5.1,1.3,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.8,NERALIS-EdgeVision-v2.4,False,25.8,93.95
INS-DMG-1179,SEG-02,101.6,Pothole,16.1,0.4,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.1,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1180,SEG-15,102.4,Longitudinal / Transverse Crack,7.7,14.8,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.5,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1181,SEG-13,92.7,Longitudinal / Transverse Crack,4.8,10.9,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.1,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-1182,SEG-16,82.0,Washout / Roadbed Erosion,96.0,13.3,18.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.2,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1183,SEG-02,59.1,Longitudinal / Transverse Crack,6.7,17.2,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.7,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1184,SEG-03,80.1,Washout / Roadbed Erosion,30.6,37.3,5.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.1,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1185,SEG-09,62.1,Intact / Minor Surface Wear,1.5,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.2,NERALIS-EdgeVision-v2.4,False,24.8,93.45
INS-DMG-1186,SEG-02,61.7,Pothole,12.4,0.8,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.4,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1187,SEG-14,65.9,Debris / Rockfall Deposit,9.9,9.3,83.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.5,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1188,SEG-15,84.0,Debris / Rockfall Deposit,0.3,11.9,27.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.2,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1189,SEG-04,61.6,Intact / Minor Surface Wear,1.1,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.8,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-1190,SEG-02,7.5,Longitudinal / Transverse Crack,1.5,12.3,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.2,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1191,SEG-14,81.2,Debris / Rockfall Deposit,4.1,9.0,169.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.7,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1192,SEG-01,13.9,Pothole,4.1,0.8,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.6,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1193,SEG-16,51.7,Debris / Rockfall Deposit,2.8,10.1,132.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.0,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1194,SEG-01,137.5,Longitudinal / Transverse Crack,3.0,7.6,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.3,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1195,SEG-14,58.1,Washout / Roadbed Erosion,47.0,38.8,34.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.7,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-1196,SEG-04,124.5,Intact / Minor Surface Wear,0.5,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.6,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-1197,SEG-11,58.0,Pothole,12.3,0.8,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.4,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1198,SEG-16,80.1,Longitudinal / Transverse Crack,3.2,6.7,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,94.4,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1199,SEG-02,63.8,Washout / Roadbed Erosion,49.7,50.5,32.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.8,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-1200,SEG-09,132.7,Washout / Roadbed Erosion,75.7,46.5,23.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.9,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1201,SEG-11,19.7,Intact / Minor Surface Wear,0.8,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.5,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1202,SEG-01,101.4,Pothole,4.0,0.8,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.6,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1203,SEG-12,102.4,Pothole,17.1,1.0,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,91.5,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1204,SEG-09,30.1,Longitudinal / Transverse Crack,1.8,6.5,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.7,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1205,SEG-12,17.1,Washout / Roadbed Erosion,95.8,30.3,6.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.2,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-1206,SEG-11,58.8,Debris / Rockfall Deposit,9.9,8.8,109.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.4,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1207,SEG-16,19.7,Intact / Minor Surface Wear,1.7,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.3,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1208,SEG-07,55.7,Washout / Roadbed Erosion,98.8,29.2,16.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.8,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1209,SEG-10,105.1,Longitudinal / Transverse Crack,2.4,9.8,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.1,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1210,SEG-02,100.6,Pothole,7.4,0.7,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.2,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-1211,SEG-14,115.0,Intact / Minor Surface Wear,0.1,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.2,NERALIS-EdgeVision-v2.4,False,26.6,93.4
INS-DMG-1212,SEG-07,110.4,Pothole,19.6,0.6,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.7,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1213,SEG-15,16.6,Longitudinal / Transverse Crack,3.8,5.4,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.7,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1214,SEG-16,61.7,Intact / Minor Surface Wear,1.3,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.9,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-1215,SEG-07,137.2,Longitudinal / Transverse Crack,3.5,15.6,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.2,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-1216,SEG-05,47.9,Longitudinal / Transverse Crack,2.8,14.4,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.8,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-1217,SEG-15,7.4,Washout / Roadbed Erosion,96.3,58.1,33.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,99.0,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-1218,SEG-10,29.3,Longitudinal / Transverse Crack,7.0,14.3,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.3,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1219,SEG-03,135.9,Longitudinal / Transverse Crack,7.7,6.3,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.2,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1220,SEG-01,9.5,Pothole,11.0,0.5,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.9,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1221,SEG-01,88.7,Intact / Minor Surface Wear,1.5,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.0,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-1222,SEG-09,12.2,Pothole,11.9,1.8,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.2,NERALIS-EdgeVision-v2.4,False,24.8,93.45
INS-DMG-1223,SEG-01,13.7,Debris / Rockfall Deposit,6.5,42.8,87.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,99.2,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-1224,SEG-16,59.1,Longitudinal / Transverse Crack,4.0,6.6,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.0,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-1225,SEG-10,112.5,Longitudinal / Transverse Crack,5.5,10.4,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.0,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-1226,SEG-03,24.2,Pothole,18.7,1.7,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.3,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1227,SEG-08,16.6,Intact / Minor Surface Wear,0.9,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.3,NERALIS-EdgeVision-v2.4,False,25.72,93.88
INS-DMG-1228,SEG-03,69.0,Longitudinal / Transverse Crack,3.8,11.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,93.5,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1229,SEG-05,43.3,Intact / Minor Surface Wear,1.7,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.1,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-1230,SEG-08,28.9,Intact / Minor Surface Wear,1.5,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.8,NERALIS-EdgeVision-v2.4,False,25.72,93.88
INS-DMG-1231,SEG-11,81.0,Intact / Minor Surface Wear,0.2,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.1,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-1232,SEG-11,128.7,Debris / Rockfall Deposit,2.3,10.5,37.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.4,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-1233,SEG-09,36.6,Longitudinal / Transverse Crack,2.4,11.4,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.9,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-1234,SEG-03,82.9,Washout / Roadbed Erosion,63.5,48.6,39.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.7,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-1235,SEG-06,102.4,Debris / Rockfall Deposit,0.6,19.6,135.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.9,NERALIS-EdgeVision-v2.4,True,25.8,93.95
